Indicator,IndicatorName,Region,RegionName,Unit,Date,Value
102,"Final Consumption of coking coal, 1000 tonnes",10408,Namibia,thousand tonnes,2001,4.00
102,"Final Consumption of coking coal, 1000 tonnes",10408,Namibia,thousand tonnes,2003,9.00
102,"Final Consumption of coking coal, 1000 tonnes",10408,Namibia,thousand tonnes,2004,1.00
102,"Final Consumption of coking coal, 1000 tonnes",10408,Namibia,thousand tonnes,2005,22.00
102,"Final Consumption of coking coal, 1000 tonnes",10408,Namibia,thousand tonnes,2006,71.00
102,"Final Consumption of coking coal, 1000 tonnes",10408,Namibia,thousand tonnes,2007,85.00
102,"Final Consumption of coking coal, 1000 tonnes",10408,Namibia,thousand tonnes,2008,106.00
102,"Final Consumption of coking coal, 1000 tonnes",10408,Namibia,thousand tonnes,2009,49.00
102,"Final Consumption of coking coal, 1000 tonnes",10408,Namibia,thousand tonnes,2010,35.00
102,"Final Consumption of coking coal, 1000 tonnes",10408,Namibia,thousand tonnes,2011,13.00
102,"Final Consumption of coking coal, 1000 tonnes",10410,South Africa,thousand tonnes,2000,23681.00
102,"Final Consumption of coking coal, 1000 tonnes",10410,South Africa,thousand tonnes,2001,25379.00
102,"Final Consumption of coking coal, 1000 tonnes",10410,South Africa,thousand tonnes,2002,27380.00
102,"Final Consumption of coking coal, 1000 tonnes",10410,South Africa,thousand tonnes,2003,25735.00
102,"Final Consumption of coking coal, 1000 tonnes",10410,South Africa,thousand tonnes,2004,24462.00
102,"Final Consumption of coking coal, 1000 tonnes",10410,South Africa,thousand tonnes,2005,25164.00
102,"Final Consumption of coking coal, 1000 tonnes",10410,South Africa,thousand tonnes,2006,26929.00
102,"Final Consumption of coking coal, 1000 tonnes",10410,South Africa,thousand tonnes,2007,33133.00
102,"Final Consumption of coking coal, 1000 tonnes",10410,South Africa,thousand tonnes,2008,24381.00
102,"Final Consumption of coking coal, 1000 tonnes",10410,South Africa,thousand tonnes,2009,23009.00
102,"Final Consumption of coking coal, 1000 tonnes",10410,South Africa,thousand tonnes,2010,19196.00
102,"Final Consumption of coking coal, 1000 tonnes",10410,South Africa,thousand tonnes,2011,21827.00
102,"Final Consumption of coking coal, 1000 tonnes",10411,Swaziland,thousand tonnes,2000,201.02
102,"Final Consumption of coking coal, 1000 tonnes",10411,Swaziland,thousand tonnes,2001,204.71
102,"Final Consumption of coking coal, 1000 tonnes",10411,Swaziland,thousand tonnes,2002,184.24
102,"Final Consumption of coking coal, 1000 tonnes",10411,Swaziland,thousand tonnes,2003,163.77
102,"Final Consumption of coking coal, 1000 tonnes",10411,Swaziland,thousand tonnes,2004,159.13
102,"Final Consumption of coking coal, 1000 tonnes",10411,Swaziland,thousand tonnes,2005,105.92
102,"Final Consumption of coking coal, 1000 tonnes",10411,Swaziland,thousand tonnes,2006,154.60
102,"Final Consumption of coking coal, 1000 tonnes",10411,Swaziland,thousand tonnes,2007,160.94
102,"Final Consumption of coking coal, 1000 tonnes",10411,Swaziland,thousand tonnes,2008,165.30
102,"Final Consumption of coking coal, 1000 tonnes",10411,Swaziland,thousand tonnes,2009,128.45
102,"Final Consumption of coking coal, 1000 tonnes",10411,Swaziland,thousand tonnes,2010,251.00
102,"Final Consumption of coking coal, 1000 tonnes",10411,Swaziland,thousand tonnes,2011,132.49
102,"Final Consumption of coking coal, 1000 tonnes",10412,Zambia,thousand tonnes,2000,118.00
102,"Final Consumption of coking coal, 1000 tonnes",10412,Zambia,thousand tonnes,2001,141.00
102,"Final Consumption of coking coal, 1000 tonnes",10412,Zambia,thousand tonnes,2002,147.00
102,"Final Consumption of coking coal, 1000 tonnes",10412,Zambia,thousand tonnes,2003,134.00
102,"Final Consumption of coking coal, 1000 tonnes",10412,Zambia,thousand tonnes,2004,141.00
102,"Final Consumption of coking coal, 1000 tonnes",10412,Zambia,thousand tonnes,2005,148.00
102,"Final Consumption of coking coal, 1000 tonnes",10412,Zambia,thousand tonnes,2006,148.00
102,"Final Consumption of coking coal, 1000 tonnes",10412,Zambia,thousand tonnes,2007,148.00
102,"Final Consumption of coking coal, 1000 tonnes",10412,Zambia,thousand tonnes,2008,148.00
102,"Final Consumption of coking coal, 1000 tonnes",10412,Zambia,thousand tonnes,2009,1.00
102,"Final Consumption of coking coal, 1000 tonnes",10412,Zambia,thousand tonnes,2010,1.00
102,"Final Consumption of coking coal, 1000 tonnes",10412,Zambia,thousand tonnes,2011,1.00
102,"Final Consumption of coking coal, 1000 tonnes",10413,Zimbabwe,thousand tonnes,2000,1475.00
102,"Final Consumption of coking coal, 1000 tonnes",10413,Zimbabwe,thousand tonnes,2001,16.00
102,"Final Consumption of coking coal, 1000 tonnes",10413,Zimbabwe,thousand tonnes,2002,15.00
102,"Final Consumption of coking coal, 1000 tonnes",10413,Zimbabwe,thousand tonnes,2003,13.00
102,"Final Consumption of coking coal, 1000 tonnes",10413,Zimbabwe,thousand tonnes,2004,1551.00
102,"Final Consumption of coking coal, 1000 tonnes",10413,Zimbabwe,thousand tonnes,2005,1427.00
102,"Final Consumption of coking coal, 1000 tonnes",10413,Zimbabwe,thousand tonnes,2006,3628.00
102,"Final Consumption of coking coal, 1000 tonnes",10413,Zimbabwe,thousand tonnes,2007,607.00
102,"Final Consumption of coking coal, 1000 tonnes",10413,Zimbabwe,thousand tonnes,2008,570.00
102,"Final Consumption of coking coal, 1000 tonnes",10413,Zimbabwe,thousand tonnes,2009,1341.00
102,"Final Consumption of coking coal, 1000 tonnes",10413,Zimbabwe,thousand tonnes,2010,1499.00
102,"Final Consumption of coking coal, 1000 tonnes",10413,Zimbabwe,thousand tonnes,2011,1639.00
102,"Final Consumption of coking coal, 1000 tonnes",10512,Niger,thousand tonnes,2001,1.00
102,"Final Consumption of coking coal, 1000 tonnes",10512,Niger,thousand tonnes,2002,1.00
102,"Final Consumption of coking coal, 1000 tonnes",10512,Niger,thousand tonnes,2003,1.00
102,"Final Consumption of coking coal, 1000 tonnes",10512,Niger,thousand tonnes,2004,220.00
102,"Final Consumption of coking coal, 1000 tonnes",10512,Niger,thousand tonnes,2005,201.00
102,"Final Consumption of coking coal, 1000 tonnes",10512,Niger,thousand tonnes,2006,202.00
102,"Final Consumption of coking coal, 1000 tonnes",10512,Niger,thousand tonnes,2007,198.00
102,"Final Consumption of coking coal, 1000 tonnes",10512,Niger,thousand tonnes,2008,198.00
102,"Final Consumption of coking coal, 1000 tonnes",10512,Niger,thousand tonnes,2009,198.00
102,"Final Consumption of coking coal, 1000 tonnes",10512,Niger,thousand tonnes,2010,198.00
102,"Final Consumption of coking coal, 1000 tonnes",10512,Niger,thousand tonnes,2011,0.64
102,"Final Consumption of coking coal, 1000 tonnes",10513,Nigeria,thousand tonnes,2000,61.00
102,"Final Consumption of coking coal, 1000 tonnes",10513,Nigeria,thousand tonnes,2001,63.00
102,"Final Consumption of coking coal, 1000 tonnes",10513,Nigeria,thousand tonnes,2002,62.00
102,"Final Consumption of coking coal, 1000 tonnes",10513,Nigeria,thousand tonnes,2003,23.00
102,"Final Consumption of coking coal, 1000 tonnes",10513,Nigeria,thousand tonnes,2004,3.00
102,"Final Consumption of coking coal, 1000 tonnes",10513,Nigeria,thousand tonnes,2005,8.00
102,"Final Consumption of coking coal, 1000 tonnes",10513,Nigeria,thousand tonnes,2006,9.00
102,"Final Consumption of coking coal, 1000 tonnes",10513,Nigeria,thousand tonnes,2007,8.00
102,"Final Consumption of coking coal, 1000 tonnes",10513,Nigeria,thousand tonnes,2008,8.00
102,"Final Consumption of coking coal, 1000 tonnes",10513,Nigeria,thousand tonnes,2009,34.00
102,"Final Consumption of coking coal, 1000 tonnes",10513,Nigeria,thousand tonnes,2010,38.00
102,"Final Consumption of coking coal, 1000 tonnes",10513,Nigeria,thousand tonnes,2011,32.00
102,"Final Consumption of coking coal, 1000 tonnes",10514,Senegal,thousand tonnes,2004,126.63
102,"Final Consumption of coking coal, 1000 tonnes",10514,Senegal,thousand tonnes,2005,151.86
102,"Final Consumption of coking coal, 1000 tonnes",10514,Senegal,thousand tonnes,2006,167.39
102,"Final Consumption of coking coal, 1000 tonnes",10514,Senegal,thousand tonnes,2007,224.53
102,"Final Consumption of coking coal, 1000 tonnes",10514,Senegal,thousand tonnes,2008,195.71
102,"Final Consumption of coking coal, 1000 tonnes",10514,Senegal,thousand tonnes,2009,208.36
102,"Final Consumption of coking coal, 1000 tonnes",10514,Senegal,thousand tonnes,2010,287.02
102,"Final Consumption of coking coal, 1000 tonnes",10514,Senegal,thousand tonnes,2011,401.56
102,"Final Consumption of coking coal, 1000 tonnes",1,Africa,thousand tonnes,2000,28775.02
102,"Final Consumption of coking coal, 1000 tonnes",1,Africa,thousand tonnes,2001,29914.01
102,"Final Consumption of coking coal, 1000 tonnes",1,Africa,thousand tonnes,2002,32732.64
102,"Final Consumption of coking coal, 1000 tonnes",1,Africa,thousand tonnes,2003,29841.67
102,"Final Consumption of coking coal, 1000 tonnes",1,Africa,thousand tonnes,2004,29575.37
102,"Final Consumption of coking coal, 1000 tonnes",1,Africa,thousand tonnes,2005,31213.57
102,"Final Consumption of coking coal, 1000 tonnes",1,Africa,thousand tonnes,2006,39594.49
102,"Final Consumption of coking coal, 1000 tonnes",1,Africa,thousand tonnes,2007,38225.77
102,"Final Consumption of coking coal, 1000 tonnes",1,Africa,thousand tonnes,2008,29156.21
102,"Final Consumption of coking coal, 1000 tonnes",1,Africa,thousand tonnes,2009,27682.42
102,"Final Consumption of coking coal, 1000 tonnes",1,Africa,thousand tonnes,2010,24049.82
102,"Final Consumption of coking coal, 1000 tonnes",1,Africa,thousand tonnes,2011,26944.65
103,"Consumption of coking coal in industry , 1000 tonnes",10203,Ethiopia,thousand tonnes,2006,11.00
103,"Consumption of coking coal in industry , 1000 tonnes",10203,Ethiopia,thousand tonnes,2007,6.00
103,"Consumption of coking coal in industry , 1000 tonnes",10203,Ethiopia,thousand tonnes,2008,15.00
103,"Consumption of coking coal in industry , 1000 tonnes",10203,Ethiopia,thousand tonnes,2009,25.00
103,"Consumption of coking coal in industry , 1000 tonnes",10203,Ethiopia,thousand tonnes,2010,50.00
103,"Consumption of coking coal in industry , 1000 tonnes",10204,Kenya,thousand tonnes,2000,66.00
103,"Consumption of coking coal in industry , 1000 tonnes",10204,Kenya,thousand tonnes,2001,66.00
103,"Consumption of coking coal in industry , 1000 tonnes",10204,Kenya,thousand tonnes,2002,99.00
103,"Consumption of coking coal in industry , 1000 tonnes",10204,Kenya,thousand tonnes,2003,92.00
103,"Consumption of coking coal in industry , 1000 tonnes",10204,Kenya,thousand tonnes,2004,108.00
103,"Consumption of coking coal in industry , 1000 tonnes",10204,Kenya,thousand tonnes,2005,108.00
103,"Consumption of coking coal in industry , 1000 tonnes",10204,Kenya,thousand tonnes,2006,108.00
103,"Consumption of coking coal in industry , 1000 tonnes",10204,Kenya,thousand tonnes,2007,110.00
103,"Consumption of coking coal in industry , 1000 tonnes",10204,Kenya,thousand tonnes,2008,109.00
103,"Consumption of coking coal in industry , 1000 tonnes",10204,Kenya,thousand tonnes,2009,154.00
103,"Consumption of coking coal in industry , 1000 tonnes",10204,Kenya,thousand tonnes,2010,268.00
103,"Consumption of coking coal in industry , 1000 tonnes",10208,Tanzania,thousand tonnes,2000,48.00
103,"Consumption of coking coal in industry , 1000 tonnes",10208,Tanzania,thousand tonnes,2003,21.00
103,"Consumption of coking coal in industry , 1000 tonnes",10208,Tanzania,thousand tonnes,2004,25.00
103,"Consumption of coking coal in industry , 1000 tonnes",10208,Tanzania,thousand tonnes,2005,12.00
103,"Consumption of coking coal in industry , 1000 tonnes",10208,Tanzania,thousand tonnes,2006,7.00
103,"Consumption of coking coal in industry , 1000 tonnes",10208,Tanzania,thousand tonnes,2007,10.00
103,"Consumption of coking coal in industry , 1000 tonnes",10208,Tanzania,thousand tonnes,2008,6.00
103,"Consumption of coking coal in industry , 1000 tonnes",10208,Tanzania,thousand tonnes,2009,37.00
103,"Consumption of coking coal in industry , 1000 tonnes",10302,Egypt,thousand tonnes,2000,887.00
103,"Consumption of coking coal in industry , 1000 tonnes",10302,Egypt,thousand tonnes,2001,839.00
103,"Consumption of coking coal in industry , 1000 tonnes",10302,Egypt,thousand tonnes,2002,1409.00
103,"Consumption of coking coal in industry , 1000 tonnes",10302,Egypt,thousand tonnes,2003,1540.00
103,"Consumption of coking coal in industry , 1000 tonnes",10302,Egypt,thousand tonnes,2004,397.00
103,"Consumption of coking coal in industry , 1000 tonnes",10302,Egypt,thousand tonnes,2005,397.00
103,"Consumption of coking coal in industry , 1000 tonnes",10302,Egypt,thousand tonnes,2006,397.00
103,"Consumption of coking coal in industry , 1000 tonnes",10302,Egypt,thousand tonnes,2007,397.00
103,"Consumption of coking coal in industry , 1000 tonnes",10302,Egypt,thousand tonnes,2008,397.00
103,"Consumption of coking coal in industry , 1000 tonnes",10302,Egypt,thousand tonnes,2009,397.00
103,"Consumption of coking coal in industry , 1000 tonnes",10302,Egypt,thousand tonnes,2010,397.00
103,"Consumption of coking coal in industry , 1000 tonnes",10304,Morocco,thousand tonnes,2000,801.00
103,"Consumption of coking coal in industry , 1000 tonnes",10304,Morocco,thousand tonnes,2001,930.00
103,"Consumption of coking coal in industry , 1000 tonnes",10304,Morocco,thousand tonnes,2002,942.00
103,"Consumption of coking coal in industry , 1000 tonnes",10304,Morocco,thousand tonnes,2003,519.00
103,"Consumption of coking coal in industry , 1000 tonnes",10304,Morocco,thousand tonnes,2004,777.00
103,"Consumption of coking coal in industry , 1000 tonnes",10304,Morocco,thousand tonnes,2005,912.00
103,"Consumption of coking coal in industry , 1000 tonnes",10304,Morocco,thousand tonnes,2006,912.00
103,"Consumption of coking coal in industry , 1000 tonnes",10304,Morocco,thousand tonnes,2007,266.00
103,"Consumption of coking coal in industry , 1000 tonnes",10304,Morocco,thousand tonnes,2008,60.00
103,"Consumption of coking coal in industry , 1000 tonnes",10304,Morocco,thousand tonnes,2009,23.00
103,"Consumption of coking coal in industry , 1000 tonnes",10304,Morocco,thousand tonnes,2010,23.00
103,"Consumption of coking coal in industry , 1000 tonnes",10401,Botswana,thousand tonnes,2000,263.00
103,"Consumption of coking coal in industry , 1000 tonnes",10401,Botswana,thousand tonnes,2001,263.00
103,"Consumption of coking coal in industry , 1000 tonnes",10401,Botswana,thousand tonnes,2002,263.00
103,"Consumption of coking coal in industry , 1000 tonnes",10401,Botswana,thousand tonnes,2003,229.00
103,"Consumption of coking coal in industry , 1000 tonnes",10401,Botswana,thousand tonnes,2004,155.00
103,"Consumption of coking coal in industry , 1000 tonnes",10401,Botswana,thousand tonnes,2005,215.00
103,"Consumption of coking coal in industry , 1000 tonnes",10401,Botswana,thousand tonnes,2006,215.00
103,"Consumption of coking coal in industry , 1000 tonnes",10401,Botswana,thousand tonnes,2007,353.00
103,"Consumption of coking coal in industry , 1000 tonnes",10401,Botswana,thousand tonnes,2008,310.00
103,"Consumption of coking coal in industry , 1000 tonnes",10401,Botswana,thousand tonnes,2009,298.00
103,"Consumption of coking coal in industry , 1000 tonnes",10401,Botswana,thousand tonnes,2010,298.00
103,"Consumption of coking coal in industry , 1000 tonnes",10404,Madagascar,thousand tonnes,2000,17.00
103,"Consumption of coking coal in industry , 1000 tonnes",10404,Madagascar,thousand tonnes,2001,25.00
103,"Consumption of coking coal in industry , 1000 tonnes",10404,Madagascar,thousand tonnes,2002,6.00
103,"Consumption of coking coal in industry , 1000 tonnes",10404,Madagascar,thousand tonnes,2003,2.00
103,"Consumption of coking coal in industry , 1000 tonnes",10404,Madagascar,thousand tonnes,2004,12.00
103,"Consumption of coking coal in industry , 1000 tonnes",10404,Madagascar,thousand tonnes,2005,12.00
103,"Consumption of coking coal in industry , 1000 tonnes",10404,Madagascar,thousand tonnes,2006,12.00
103,"Consumption of coking coal in industry , 1000 tonnes",10404,Madagascar,thousand tonnes,2007,12.00
103,"Consumption of coking coal in industry , 1000 tonnes",10404,Madagascar,thousand tonnes,2008,12.00
103,"Consumption of coking coal in industry , 1000 tonnes",10404,Madagascar,thousand tonnes,2009,12.00
